Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2026-01-29,935.5,939.2999877929688,924.3499755859375,930.0999755859375,37175628
2026-01-30,929.25,938.9000244140625,927.75,930.0,29691233
2026-02-02,928.0999755859375,929.7999877929688,909.2999877929688,915.0,28032106
2026-02-03,948.7000122070312,994.0,945.0,983.75,50336968
2026-02-04,953.0999755859375,957.2000122070312,947.9500122070312,952.5,24366770
2026-02-05,949.7000122070312,956.0499877929688,946.7000122070312,956.0,28103169
2026-02-06,941.0999755859375,948.0999755859375,937.5999755859375,945.0,18120272
2026-02-09,937.25,950.0,935.3499755859375,945.0,23947829
2026-02-10,932.4000244140625,940.9000244140625,929.9500122070312,930.0,31525385
2026-02-11,927.0999755859375,936.0,925.2999877929688,931.25,24869804
2026-02-12,920.5999755859375,928.5999755859375,918.5,927.0,33872203
2026-02-13,903.9000244140625,928.2000122070312,901.0,913.0,50188359
2026-02-16,925.7999877929688,929.5,902.0999755859375,903.9000244140625,18806989
2026-02-17,925.7000122070312,928.0999755859375,918.5999755859375,923.0,22599629
2026-02-18,924.7000122070312,925.5,919.5499877929688,923.2000122070312,12738702
2026-02-19,915.5999755859375,929.2000122070312,912.4500122070312,929.0,21209234
2026-02-20,911.8499755859375,917.8499755859375,908.4000244140625,911.0,22654907
2026-02-23,923.5999755859375,925.6500244140625,915.25,916.5,23270122
2026-02-24,910.5,927.9500122070312,909.1500244140625,927.9500122070312,31313985
2026-02-25,907.5999755859375,916.0,903.0999755859375,910.5499877929688,27884303
2026-02-26,898.5999755859375,912.0,895.0,912.0,41165937
2026-02-27,887.75,898.9500122070312,885.0,898.5999755859375,34620755
2026-03-02,879.4000244140625,887.75,871.5499877929688,876.2000122070312,38378924
2026-03-04,868.6500244140625,879.2999877929688,848.0,848.0,39862322
2026-03-05,877.75,881.4000244140625,863.5,873.8499755859375,31324582
2026-03-06,857.0499877929688,871.7000122070312,855.0999755859375,868.0499877929688,34439647
2026-03-09,840.7000122070312,842.4500122070312,821.5,825.0,35592613
2026-03-10,849.4500122070312,856.7999877929688,840.5999755859375,850.0499877929688,52866024
2026-03-11,833.9500122070312,848.8499755859375,827.5999755859375,845.0,42261076
2026-03-12,832.75,836.4000244140625,820.0999755859375,820.0999755859375,46107561
2026-03-13,817.0,823.7999877929688,812.0,820.0,41700464
2026-03-16,840.5999755859375,844.5,815.6500244140625,817.0,52182605
2026-03-17,845.3499755859375,848.9000244140625,835.0999755859375,847.7000122070312,38826979
2026-03-18,843.0499877929688,846.7999877929688,831.5999755859375,845.3499755859375,23507063
2026-03-19,798.2000122070312,815.6500244140625,770.0,770.0,171637393
2026-03-20,780.4500122070312,793.75,778.2000122070312,785.0,103129469
2026-03-23,744.1500244140625,768.7000122070312,741.0499877929688,763.1500244140625,72341738
2026-03-24,764.9000244140625,772.75,747.7000122070312,755.0,61269986
2026-03-25,782.2999877929688,794.7999877929688,768.2000122070312,768.2000122070312,59230640
2026-03-27,756.2000122070312,774.9000244140625,754.5499877929688,773.2000122070312,65485199
2026-03-30,731.5499877929688,751.0,726.6500244140625,745.2000122070312,103500135
2026-04-01,742.25,755.9000244140625,739.0999755859375,743.0,78862761
2026-04-02,750.9000244140625,755.0,726.6500244140625,730.0,49310300
2026-04-06,771.0,772.75,745.0,759.0,42976659
2026-04-07,772.0,774.0,761.0,766.0,51309793
2026-04-08,816.0999755859375,817.7999877929688,796.0,800.0,70269512
2026-04-09,797.7000122070312,819.0,793.0999755859375,815.0,48879392
2026-04-10,810.2999877929688,812.25,801.0,804.0,38156026
